,0,1
0,21.41109530317894,29788.743848939284
1,21.41109530317894,26785.005033747475
2,21.279473239983787,26782.64318777452
3,21.249746856755234,26782.64318777452
4,21.249746856755234,26782.64318777452
5,21.249746856755234,26652.553002659017
6,21.246847229553094,26652.553002659017
7,21.246847229553094,26150.369341817703
8,21.246847229553094,26150.369341817703
9,21.246847229553094,24224.35542329461
10,21.246847229553094,24224.35542329461
11,21.246847229553094,24224.35542329461
12,21.246847229553094,23454.257903626483
13,21.246847229553094,23050.2472547294
14,21.246847229553094,22799.94053097465
15,21.178814118485533,22799.94053097465
16,21.178814118485533,22167.75070708508
17,21.178814118485533,21619.187411176543
18,21.178814118485533,21619.187411176543
19,21.178814118485533,21619.187411176543
20,21.178814118485533,21619.187411176543
21,21.178814118485533,21619.187411176543
22,21.118058462317425,21223.847164319795
23,21.118058462317425,21223.847164319795
24,21.118058462317425,18711.01724825884
25,21.118058462317425,18711.01724825884
26,21.118058462317425,16859.028863576088
27,21.095866165353822,16859.028863576088
28,21.095866165353822,16373.386120213798
29,21.04702753391493,15750.422537282451
30,21.04702753391493,15750.422537282451
31,21.04702753391493,15750.422537282451
32,21.04702753391493,15441.25668272345
33,21.001348499903283,15410.160103294109
34,21.001348499903283,15410.160103294109
35,20.85710472716955,15359.937234302088
36,20.85710472716955,15359.937234302088
37,20.837201544522635,14601.619278260769
38,20.837201544522635,14601.619278260769
39,20.837201544522635,13745.024310058767
40,20.837201544522635,13745.024310058767
41,20.837201544522635,13745.024310058767
42,20.837201544522635,13745.024310058767
43,20.837201544522635,13316.827664407238
44,20.793756335345808,13241.192621236612
45,20.77735567474544,12891.04719036971
46,20.77735567474544,12891.04719036971
47,20.77735567474544,12533.365255146813
48,20.76474018277429,12509.347274942358
49,20.76474018277429,12509.347274942358
50,20.709372374421605,12509.347274942358
51,20.709372374421605,11857.106946202008
52,20.709372374421605,11823.366973806305
53,20.70510725989786,11823.366973806305
54,20.58599840189817,11277.750541493226
55,20.58599840189817,11277.750541493226
56,20.58599840189817,11277.750541493226
57,20.58599840189817,11262.482186863268
58,20.58599840189817,11262.482186863268
59,20.58599840189817,10923.251045301678
60,20.540349360562935,10694.260955163896
61,20.540349360562935,10694.260955163896
62,20.483859117555006,10694.260955163896
63,20.483859117555006,10680.832766522339
64,20.43330550249521,10632.656114551944
65,20.209670332792875,9104.899342860552
66,20.209670332792875,9104.899342860552
67,20.209670332792875,9104.899342860552
68,20.209670332792875,9104.899342860552
69,20.209670332792875,9062.030736165341
70,20.209670332792875,9045.013273908491
71,20.209670332792875,9039.726327196644
72,20.209670332792875,9039.726327196644
73,20.209670332792875,9039.726327196644
74,20.159960108077836,9039.726327196644
75,20.140666905166675,8813.480294698511
76,20.140666905166675,8612.651500343109
77,20.140666905166675,8612.651500343109
78,20.140666905166675,8612.651500343109
79,19.93487309343009,8072.657755568782
80,19.93487309343009,7842.625011056324
81,19.93487309343009,7842.625011056324
82,19.93487309343009,7842.625011056324
83,19.93487309343009,7842.625011056324
84,19.852688904290844,7672.292494284994
85,19.84052387838022,7672.292494284994
86,19.84052387838022,7642.484344723036
87,19.817271584528218,7046.032719778412
88,19.685753783864996,7022.847383512973
89,19.685753783864996,7022.847383512973
90,19.634348933136646,7022.847383512973
91,19.632541915224326,7022.847383512973
92,19.632541915224326,6728.05622434322
93,19.48988952233427,6190.902060088439
94,19.48988952233427,6190.902060088439
95,19.48988952233427,6190.902060088439
96,19.47067206978316,6190.902060088439
97,19.458893586491765,6190.902060088439
98,19.39631017149389,6179.793580969774
99,19.290874011734843,6179.793580969774
100,19.290874011734843,6179.793580969774
101,19.290874011734843,6179.793580969774
102,19.290874011734843,6098.716268004852
103,19.275050307779736,6029.589617727612
104,19.275050307779736,5585.290961050086
105,19.12024645146246,5585.290961050086
106,19.12024645146246,5585.290961050086
107,19.12024645146246,5585.290961050086
108,19.12024645146246,5585.290961050086
109,19.028500419958718,5532.263842933568
110,19.028500419958718,5528.39918726427
111,18.875935879116398,5369.758966579713
112,18.78124152717072,5369.758966579713
113,18.78124152717072,5368.969684484334
114,18.78124152717072,5336.706899558719
115,18.78124152717072,5266.980251735839
116,18.78124152717072,4959.835672494086
117,18.78124152717072,4959.835672494086
118,18.761387302832244,4959.835672494086
119,18.761387302832244,4959.835672494086
120,18.711158075983008,4959.835672494086
121,18.657208957707315,4726.241525038614
122,18.642171430565437,4726.241525038614
123,18.642171430565437,4726.241525038614
124,18.61020781276528,4726.241525038614
125,18.61020781276528,4726.241525038614
126,18.50001567696013,4726.241525038614
127,18.50001567696013,4726.241525038614
128,18.50001567696013,4726.241525038614
129,18.480404679901703,4620.2508432933955
130,18.480404679901703,4620.2508432933955
131,18.426188008791833,4620.2508432933955
132,18.379555075579276,4599.022351745034
133,18.379555075579276,4560.262495526911
134,18.27024404983503,4432.578149905327
135,18.27024404983503,4432.578149905327
136,18.27024404983503,4413.072802579449
137,18.27024404983503,4386.060033057469
138,18.152010537422345,4270.770076676181
139,18.152010537422345,4270.770076676181
140,18.152010537422345,4200.369095026447
141,18.09997041067738,4026.0582632292076
142,18.09997041067738,4026.0582632292076
143,18.09997041067738,4026.0582632292076
144,18.09997041067738,4026.0582632292076
145,18.013471988665643,4006.9662157045127
146,18.013471988665643,4006.9662157045127
147,18.013471988665643,3798.912077191971
148,18.013471988665643,3798.912077191971
149,17.999487299911905,3798.912077191971
150,17.736757537543806,3798.912077191971
151,17.736757537543806,3798.912077191971
152,17.736757537543806,3672.207686762464
153,17.649489835074977,3672.207686762464
154,17.649489835074977,3672.207686762464
155,17.649489835074977,3672.207686762464
156,17.630192634387615,3586.0954247440827
157,17.5863499757814,3586.0954247440827
158,17.46735448680399,3413.8222933465136
159,17.46735448680399,3229.5289046764115
160,17.318045056940875,3229.5289046764115
161,17.318045056940875,3229.5289046764115
162,17.318045056940875,3171.2013594162013
163,17.19465480423836,3171.2013594162013
164,17.19465480423836,3171.2013594162013
165,17.136585713800333,3043.2408506099855
166,17.124358091897687,3043.2408506099855
167,17.124358091897687,2945.0569020956123
168,17.124358091897687,2945.0569020956123
169,16.921649981865286,2945.0569020956123
170,16.902340028605202,2945.0569020956123
171,16.818851827171933,2890.1650728587038
172,16.765756629616895,2870.041270864581
173,16.765756629616895,2870.041270864581
174,16.640462517072706,2799.576271160653
175,16.640462517072706,2799.576271160653
176,16.640462517072706,2771.518422025897
177,16.49599984605289,2716.719980095673
178,16.240520491206986,2716.719980095673
179,16.240520491206986,2685.5823076543843
180,16.240520491206986,2685.5823076543843
181,16.240520491206986,2678.598026556271
182,16.240520491206986,2632.4395242745286
183,16.240520491206986,2563.164315464236
184,16.240520491206986,2563.164315464236
185,16.11242832121733,2561.5950154269285
186,16.11242832121733,2561.5950154269285
187,16.036800938108705,2561.5950154269285
188,16.036800938108705,2529.6341551806595
189,16.036800938108705,2471.879829659063
190,15.99820287735379,2455.0305206529893
191,15.876867527221789,2452.6368206740226
192,15.876867527221789,2390.4648693247555
193,15.876867527221789,2371.7939236974885
194,15.708590774476866,2322.4610595733693
195,15.708590774476866,2259.901090867786
196,15.642072152739924,2207.2179521055277
197,15.642072152739924,2156.261973186305
198,15.642072152739924,2156.261973186305
199,15.642072152739924,2156.261973186305
200,15.642072152739924,2156.261973186305
201,15.635054293074115,2072.450246742822
202,15.548221920990528,2072.450246742822
203,15.255516468899328,2072.450246742822
204,15.255516468899328,2072.450246742822
205,15.255516468899328,2072.450246742822
206,15.255516468899328,2072.450246742822
207,15.255516468899328,2072.450246742822
208,15.255516468899328,2072.450246742822
209,15.206458303102515,1967.0401028514698
210,15.206458303102515,1967.0401028514698
211,15.206458303102515,1967.0401028514698
212,14.856404807747296,1967.0401028514698
213,14.856404807747296,1967.0401028514698
214,14.856404807747296,1967.0401028514698
215,14.811664673108464,1967.0401028514698
216,14.811664673108464,1885.6879403774385
217,14.811664673108464,1885.6879403774385
218,14.811664673108464,1882.9352979697646
219,14.811664673108464,1882.9352979697646
220,14.811664673108464,1882.9352979697646
221,14.66022437129537,1825.9055528094182
222,14.66022437129537,1825.9055528094182
223,14.66022437129537,1825.9055528094182
224,14.66022437129537,1825.9055528094182
225,14.589036018113243,1825.9055528094182
226,14.589036018113243,1825.9055528094182
227,14.589036018113243,1803.6667777198063
